"Environment and Climate Change Canada"
"Monthly Values for January - 2007"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BIG TROUT LAKE READAC","53.816","-89.896","ON","-20.8","0",NA,"1.5","0","-42.9","0","",,NA,"12.0","1",NA,"","4","",,NA,"1202.8","0.0","6010739"
"EAR FALLS (AUT)","50.631","-93.221","ON","-15.9","0",NA,"2.4","0","-34.9","0","",,NA,"10.1","0",NA,"39.0","3","",,NA,"1050.5","0.0","6012199"
"FORT SEVERN A","56.019","-87.676","ON","-22.8","0",NA,"-2.7","0","-39.4","0","",,NA,"",,NA,"","","",,NA,"1263.7","0.0","6012500"
"LANSDOWNE HOUSE (AUT)","52.196","-87.936","ON","-18.6","0",NA,"2.8","0","-40.5","0","",,NA,"5.3","0",NA,"24.0","2","",,NA,"1134.7","0.0","6014353"
"MUSKRAT DAM 'A', ONTARIO","53.441","-91.763","ON","-20.6","1",NA,"1.7","1","-40.7","1","",,NA,"",,NA,"","","",,NA,"1157.6","0.0","6015025"
"PEAWANUCK (AUT)","54.983","-85.433","ON","-21.3","0",NA,"1.2","0","-36.9","0","",,NA,"2.0","0",NA,"26.0","1","",,NA,"1217.6","0.0","6016295"
"PICKLE LAKE (AUT)","51.449","-90.218","ON","-16.6","0",NA,"1.1","0","-35.8","0","",,NA,"12.9","0",NA,"30.0","5","",,NA,"1072.2","0.0","6016525"
"PICKLE LAKE A","51.446","-90.214","ON","-16.5","0","2.8","1.1","0","-35.6","0","55.2","0","150.0","25.6","0","95.0","32.0","8","",,NA,"1069.4","0.0","6016527"
"RED LAKE A","51.067","-93.793","ON","-16.9","0","1.4","2.1","0","-36.6","0","30.0","0","84.0","18.9","0","71.0","52.0","5","109.1","0","105.0","1080.6","0.0","6016975"
"SANDY LAKE","53.064","-93.344","ON","-19.0","0",NA,"1.9","0","-39.1","0","",,NA,"",,NA,"","","",,NA,"1146.4","0.0","6017400"
"ATIKOKAN MARMION","48.800","-91.583","ON","",,NA,"",,"",,"14.4","2",NA,"16.6","2",NA,"0.0","6","","",NA,"","","6020384"
"BARWICK","48.633","-93.967","ON","-12.0","10","3.3","6.5","10","-31.0","10","7.5","10",NA,"11.5","10",NA,"0.0","4","","",NA,"630.0","0.0","6020559"
"ATIKOKAN (AUT)","48.761","-91.628","ON","-14.2","0",NA,"2.8","0","-34.8","0","",,NA,"9.7","0",NA,"25.0","3","",,NA,"997.6","0.0","6020LPQ"
