"Environment and Climate Change Canada"
"Monthly Values for January - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"KIRKLAND LAKE CS","48.150","-80.000","ON","-15.9","0",NA,"6.9","0","-35.6","0","",,NA,"28.0","0",NA,"18.0","2","",,NA,"1049.8","0.0","6074211"
"MOOSONEE","51.291","-80.608","ON","-20.7","11",NA,"0.7","11","-34.2","11","",,NA,"5.4","11",NA,"","2","",,NA,"773.0","0.0","6075420"
"MOOSONEE UA","51.267","-80.650","ON","-19.8","2","0.2","1.0","2","-35.0","2","62.8","2",NA,"50.8","2",NA,"44.0","9","","",NA,"1095.1","0.0","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","-19.3","0",NA,"1.8","0","-34.2","0","",,NA,"45.9","0",NA,"46.0","11","",,NA,"1157.7","0.0","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-16.3","0",NA,"2.5","0","-33.7","0","",,NA,"31.8","0",NA,"52.0","6","",,NA,"1062.2","0.0","6075543"
"OGOKI POST A","51.659","-85.901","ON","-19.5","0",NA,"2.1","0","-35.4","0","",,NA,"9.5","1",NA,"","3","",,NA,"1163.9","0.0","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","-18.7","13",NA,"3.4","13","-34.2","12","",,NA,"26.4","13",NA,"23.0","5","",,NA,"660.8","0.0","6078282"
"TIMMINS A","48.571","-81.377","ON","-15.5","1",NA,"3.4","0","-34.6","1","0.0","29",NA,"",,NA,"","","",,NA,"1003.9","0.0","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","-12.1","1",NA,"9.6","1","-36.0","0","",,NA,"56.9","1",NA,"16.0","11","",,NA,"903.5","0.0","6080192"
"NORTH BAY A","46.364","-79.424","ON","-10.5","14",NA,"4.6","14","-34.5","14","",,NA,"17.0","14",NA,"","4","",,NA,"484.2","0.0","6085680"
"NORTH BAY AIRPORT","46.375","-79.403","ON","-11.7","0",NA,"7.9","0","-33.8","0","",,NA,"80.7","0",NA,"5.0","11","",,NA,"921.5","0.0","6085695"
"GORE BAY CLIMATE","45.883","-82.567","ON","-8.1","5",NA,"7.3","4","-29.1","4","",,NA,"28.2","5",NA,"15.0","5","",,NA,"679.6","0.0","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","-5.8","4",NA,"6.7","3","-24.3","3","",,NA,"",,NA,"","","",,NA,"642.3","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","-7.8","0",NA,"7.0","0","-27.0","0","67.0","0",NA,"92.9","0",NA,"22.0","13","","",NA,"801.0","0.0","6097426"
"APPLETON","45.186","-76.113","ON","-9.5","1",NA,"12.0","1","-31.0","1","25.4","1",NA,"49.0","1",NA,"","6","","",NA,"825.7","0.0","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","-8.8","2",NA,"12.7","2","-34.8","1","",,NA,"76.4","2",NA,"4.0","8","",,NA,"775.9","0.0","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","-7.6","0","0.2","13.0","0","-28.0","0","52.4","0","107.0","107.8","0","137.0","0.0","15","","",NA,"794.1","0.0","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","-10.0","9","1.7","7.5","9","-28.5","9","45.0","9",NA,"60.0","9",NA,"26.0","9","","",NA,"616.9","0.0","6101335"
"CORNWALL","45.016","-74.749","ON","-7.2","6","1.3","14.0","6","-27.0","6","47.0","6",NA,"84.1","6",NA,"1.0","11","","",NA,"630.3","0.0","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","-9.0","0","0.7","12.0","0","-31.0","0","32.0","0","73.0","67.0","0","99.0","8.0","8","","",NA,"837.3","0.0","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","-9.5","10","-1.2","11.0","10","-32.0","10","27.0","10",NA,"60.8","10",NA,"","8","","",NA,"577.9","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","-9.8","0",NA,"13.0","0","-31.0","0","",,NA,"75.7","0",NA,"6.0","9","",,NA,"863.2","0.0","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","-8.2","0",NA,"9.4","0","-32.8","0","",,NA,"73.0","0",NA,"8.0","13","",,NA,"813.6","0.0","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-11.3","16","-2.9","7.5","16","-35.0","16","23.2","16",NA,"26.6","16",NA,"","7","","",NA,"439.2","0.0","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","-10.5","0",NA,"12.8","0","-33.5","0","",,NA,"42.2","0",NA,"7.0","7","",,NA,"884.4","0.0","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","-10.1","0",NA,"8.5","0","-31.0","0","51.6","0",NA,"95.2","0",NA,"13.0","13","","",NA,"872.4","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","-9.8","9","0.4","11.5","9","-28.5","9","44.0","9",NA,"61.4","9",NA,"","10","","",NA,"611.8","0.0","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","-10.2","0",NA,"11.4","0","-28.8","0","",,NA,"67.4","0",NA,"17.0","8","",,NA,"873.3","0.0","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","-10.4","0",NA,"11.9","0","-30.2","0","63.8","0",NA,"64.6","0",NA,"8.0","11","",,NA,"881.5","0.0","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","-11.9","0",NA,"11.0","0","-33.1","0","",,NA,"65.7","0",NA,"12.0","10","",,NA,"928.4","0.0","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","-11.5","6",NA,"10.0","5","-34.3","1","",,NA,"70.5","1",NA,"","13","",,NA,"738.7","0.0","6106396"
"ST. ALBERT","45.287","-75.064","ON","-17.2","23","-7.0","1.5","23","-35.0","23","24.0","23",NA,"24.0","23",NA,"","4","","",NA,"281.4","0.0","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-10.7","0",NA,"9.0","0","-31.5","0","55.6","0",NA,"67.8","0",NA,"29.0","11","","",NA,"889.6","0.0","610FC98"
"BALDWIN","44.267","-79.319","ON","-7.3","2",NA,"11.0","2","-32.0","2","29.2","2",NA,"51.8","2",NA,"","8","","",NA,"732.8","0.0","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","-7.7","12",NA,"10.0","7","-27.0","7","19.0","6",NA,"61.5","6",NA,"3.0","9","","",NA,"488.2","0.0","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","-10.2","0",NA,"8.8","0","-33.9","0","",,NA,"81.0","0",NA,"14.0","9","",,NA,"873.1","0.0","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","-8.2","0",NA,"10.5","0","-29.0","0","41.4","0",NA,"75.4","0",NA,"18.0","10","","",NA,"811.7","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","-5.2","2",NA,"12.5","2","-19.6","0","",,NA,"32.8","2",NA,"","12","",,NA,"671.9","0.0","6111792"
"LAGOON CITY","44.547","-79.217","ON","-8.3","0",NA,"8.6","0","-30.1","0","",,NA,"",,NA,"","","",,NA,"815.7","0.0","6114295"
"MARKDALE","44.269","-80.712","ON","-8.5","11",NA,"10.0","11","-26.5","11","34.8","11",NA,"82.4","11",NA,"","12","","",NA,"530.3","0.0","6114979"
"MUSKOKA","44.975","-79.303","ON","-10.4","8",NA,"8.4","8","-33.7","8","",,NA,"38.9","8",NA,"","4","",,NA,"654.2","0.0","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"1.0","11",NA,"18.8","9",NA,"","3","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","-11.1","17",NA,"8.5","17","-28.5","17","18.8","17",NA,"25.9","17",NA,"","6","","",NA,"407.2","0.0","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","-12.2","19",NA,"9.5","17","-29.6","18","",,NA,"0.0","0",NA,"1.0","0","",,NA,"362.4","0.0","6116257"
"SHANTY BAY","44.399","-79.633","ON","-7.8","0","0.0","10.0","0","-29.0","0","39.2","0","57.0","79.4","0","89.0","8.0","12","","",NA,"799.4","0.0","6117684"
"BARRIE-ORO","44.483","-79.550","ON","-8.9","1",NA,"9.6","1","-32.0","0","",,NA,"49.6","1",NA,"6.0","9","",,NA,"806.9","0.0","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"22.4","12",NA,"42.4","12",NA,"","9","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"57.0","0",NA,"93.4","0",NA,"5.0","17","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","-7.5","0","-0.4","11.0","0","-29.0","0","37.0","0","94.0","76.0","0","117.0","5.0","13","","",NA,"789.7","0.0","6119055"
"WIARTON A","44.744","-81.109","ON","-6.9","0",NA,"10.9","0","-26.5","0","77.8","0",NA,"91.5","0",NA,"1.0","17","",,NA,"771.1","0.0","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","-5.7","1",NA,"8.9","1","-22.6","0","",,NA,"",,NA,"","","",,NA,"712.3","0.0","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","-8.2","5",NA,"9.8","5","-32.9","0","",,NA,"24.5","5",NA,"","10","",,NA,"680.7","0.0","611B002"
"EGBERT CS","44.233","-79.783","ON","-7.5","0",NA,"10.4","0","-28.8","0","",,NA,"54.3","0",NA,"3.0","11","",,NA,"791.4","0.0","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","-5.2","6",NA,"6.7","5","-22.9","4","",,NA,"",,NA,"","","",,NA,"580.5","0.0","61219J2"
"GODERICH","43.767","-81.717","ON","-4.7","0",NA,"12.5","0","-18.7","0","",,NA,"61.4","0",NA,"1.0","13","",,NA,"702.6","0.0","6122847"
"KINCARDINE","44.173","-81.623","ON","-4.9","8",NA,"11.5","8","-15.0","8","76.8","8",NA,"114.0","8",NA,"0.0","14","","",NA,"527.0","0.0","6124127"
"SARNIA","42.999","-82.309","ON","-5.3","5",NA,"11.5","5","-23.7","5","",,NA,"26.7","5",NA,"","4","",,NA,"604.8","0.0","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","-5.1","0",NA,"11.7","0","-24.3","0","",,NA,"41.3","0",NA,"3.0","7","",,NA,"717.5","0.0","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","-7.2","0",NA,"6.9","0","-26.6","0","",,NA,"104.2","0",NA,"19.0","15","",,NA,"780.8","0.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"36.6","0",NA,"82.4","0",NA,"3.0","13","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","-4.2","1","-1.2","11.0","1","-20.5","1","22.0","1",NA,"41.4","1",NA,"7.0","10","","",NA,"666.1","0.0","6130257"
"CHATHAM WPCP","42.390","-82.215","ON","-5.4","27","-1.8","6.0","27","-14.5","27","5.0","27",NA,"5.0","27",NA,"0.0","1","","",NA,"93.5","0.0","6131415"
"DELHI CS","42.867","-80.550","ON","-6.6","3",NA,"13.4","3","-26.3","0","",,NA,"54.5","3",NA,"14.0","9","",,NA,"688.8","0.0","6131983"
"FORT ERIE","42.883","-78.967","ON","-3.6","5","0.5","11.0","5","-21.5","5","29.0","5",NA,"51.9","5",NA,"5.0","9","","",NA,"562.8","0.0","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","-4.5","0",NA,"14.5","0","-23.0","0","23.4","0",NA,"78.3","0",NA,"7.0","11","","",NA,"698.6","0.0","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","-4.8","1",NA,"13.0","1","-22.8","0","",,NA,"25.9","2",NA,"5.0","4","",,NA,"684.2","0.0","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","-4.1","0","-0.4","11.0","0","-19.5","0","25.2","0","89.0","37.2","0","61.0","0.0","9","","",NA,"686.3","0.0","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","-4.1","3",NA,"13.9","2","-18.5","1","",,NA,"",,NA,"","","",,NA,"617.6","0.0","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","-5.2","3","-0.8","10.0","3","-20.0","3","23.0","3",NA,"56.0","3",NA,"0.0","8","","",NA,"648.5","0.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","-3.0","4","0.6","15.0","4","-21.0","4","26.0","4",NA,"42.8","4",NA,"3.0","6","","",NA,"567.1","0.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","-2.9","0",NA,"16.3","0","-17.1","0","",,NA,"42.3","0",NA,"4.0","7","",,NA,"647.4","0.0","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","-5.7","1",NA,"12.6","1","-25.7","0","",,NA,"72.1","1",NA,"8.0","8","",,NA,"712.3","0.0","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","-5.7","9","-1.0","11.0","5","-27.0","6","30.0","6",NA,"79.6","6",NA,"7.0","8","","",NA,"521.5","0.0","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"45.0","1",NA,"102.2","1",NA,"12.0","13","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","-4.0","0",NA,"15.9","0","-19.9","0","",,NA,"64.1","0",NA,"11.0","10","",,NA,"680.9","0.0","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","-5.6","0",NA,"14.0","0","-26.1","0","",,NA,"49.9","0",NA,"12.0","8","",,NA,"731.0","0.0","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","-3.7","0",NA,"13.0","0","-19.0","0","20.6","0",NA,"44.8","0",NA,"7.0","10","","",NA,"671.4","0.0","6139520"
"WINDSOR A","42.276","-82.955","ON","-4.8","0",NA,"11.8","0","-22.6","0","21.8","0",NA,"44.4","0",NA,"4.0","8","",,NA,"705.6","0.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","-4.7","1",NA,"12.0","1","-20.1","0","",,NA,"",,NA,"","","",,NA,"681.0","0.0","613F606"
"BRANTFORD AIRPORT","43.138","-80.331","ON","-6.9","0",NA,"12.9","0","-26.2","0","",,NA,"62.0","0",NA,"","8","",,NA,"770.9","0.0","6140942"
"ELORA RCS","43.650","-80.417","ON","-8.1","2",NA,"10.5","1","-25.3","1","",,NA,"89.9","2",NA,"5.0","17","",,NA,"756.2","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","-7.6","0","-0.2","10.0","0","-25.0","0","42.6","0","106.0","105.6","0","156.0","7.0","13","","",NA,"792.1","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","-7.3","2",NA,"10.0","2","-25.5","1","32.8","2",NA,"96.2","2",NA,"","14","","",NA,"734.5","0.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","-7.6","0",NA,"11.2","0","-26.4","0","",,NA,"",,NA,"","","",,NA,"792.6","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","-7.0","5",NA,"11.5","5","-26.9","5","",,NA,"57.7","5",NA,"","8","",,NA,"650.4","0.0","6144239"
"LONDON A","43.033","-81.151","ON","-6.7","0",NA,"11.2","0","-25.7","0","",,NA,"",,NA,"","","",,NA,"764.8","0.0","6144473"
"LONDON CS","43.033","-81.150","ON","-6.4","0",NA,"11.4","0","-24.8","0","",,NA,"84.4","0",NA,"4.0","11","",,NA,"757.8","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","-7.6","0",NA,"10.2","0","-26.4","0","",,NA,"46.0","0",NA,"3.0","5","",,NA,"792.9","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","-6.4","6","0.1","11.0","6","-26.5","6","25.0","6",NA,"64.0","6",NA,"12.0","9","","",NA,"610.2","0.0","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","-7.1","5",NA,"10.5","5","-32.0","5","58.0","5",NA,"96.6","5",NA,"","15","","",NA,"653.8","0.0","6148122"
"WOODSTOCK","43.136","-80.771","ON","-5.9","9","-0.2","12.0","9","-22.0","9","16.4","9",NA,"75.0","9",NA,"7.0","11","","",NA,"526.7","0.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","-6.6","1","0.1","11.0","1","-29.5","1","38.4","1",NA,"92.1","1",NA,"7.0","10","","",NA,"738.1","0.0","6150689"
