"Environment and Climate Change Canada"
"Monthly Values for January - 1993"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"FLINT","48.350","-89.683","ON","-14.5","0","0.2","5.5","0","-41.0","0","26.0","0","59.0","26.0","0","59.0","","7","","",NA,"1007.8","0.0","6042MJ7"
"HEMLO BATTLE MOUNTAIN","48.700","-85.883","ON","-13.9","0",NA,"2.0","0","-38.0","0","13.0","5",NA,"18.4","5",NA,"","5","","",NA,"989.9","0.0","6043452"
"MANITOUWADGE","49.150","-85.800","ON","-14.7","0",NA,"2.0","0","-38.5","0","22.6","0",NA,"23.2","0",NA,"","8","","",NA,"1014.1","0.0","6044903"
"MARATHON A","48.756","-86.344","ON","-14.3","0",NA,"2.0","0","-33.0","0","46.0","0",NA,"51.0","0",NA,"","12","","",NA,"1000.5","0.0","6044961"
"ONE ISLAND LAKE","48.650","-89.417","ON","-17.0","8",NA,"3.0","7","-40.0","4","2.2","8",NA,"2.2","8",NA,"","1","","",NA,"804.6","0.0","6045781"
"PUKASKWA NATL PARK","48.600","-86.300","ON","-13.0","0",NA,"3.0","0","-35.5","0","40.4","0",NA,"44.4","0",NA,"40.0","9","","",NA,"960.6","0.0","6046770"
"STURGEON LAKE","49.883","-90.967","ON","",,NA,"",,"",,"16.2","0",NA,"16.2","0",NA,"","6","","",NA,"","","6048145"
"TERRACE BAY","48.800","-87.100","ON","-12.0","0",NA,"4.0","0","-32.0","0","33.0","0",NA,"36.5","0",NA,"","7","","",NA,"930.9","0.0","6048230"
"THUNDER BAY A","48.369","-89.327","ON","-14.7","9",NA,"5.4","9","-33.9","9","28.5","9",NA,"20.3","9",NA,"28.0","7","101.1","0",NA,"718.3","0.0","6048261"
"TRANQUILLO RIDGE","48.233","-89.517","ON","-13.1","0","0.7","6.0","0","-36.0","0","38.6","0","62.0","38.6","0","62.0","43.0","6","","",NA,"963.6","0.0","6048864"
"UPSALA (AUT)","49.033","-90.467","ON","-16.6","15",NA,"2.7","15","-38.8","14","",,NA,"",,NA,"","","",,NA,"554.1","0.0","6049095"
"WHITEFISH LAKE","48.283","-89.917","ON","-14.4","0","0.5","5.0","0","-41.0","0","39.2","0","74.0","39.2","0","73.0","61.0","8","","",NA,"1003.2","0.0","6049466"
"ELLIOT LAKE STANLEIGH","46.417","-82.650","ON","-10.3","0",NA,"4.0","0","-26.5","0","48.2","0",NA,"56.2","0",NA,"","14","","",NA,"876.8","0.0","6052268"
"HORNEPAYNE A","49.200","-84.767","ON","-16.1","0",NA,"2.0","0","-40.5","0","25.0","0",NA,"25.0","0",NA,"","6","","",NA,"1056.5","0.0","6053575"
"MISSISSAGI ONT HYDRO","46.433","-83.383","ON","-10.4","0",NA,"4.0","0","-30.0","0","69.0","0",NA,"69.0","0",NA,"","11","","",NA,"879.4","0.0","6055210"
"MONTREAL FALLS","47.267","-84.433","ON","",,NA,"",,"-37.0","2","128.6","0",NA,"131.0","0",NA,"","16","","",NA,"","","6055302"
"SAULT STE MARIE 2","46.533","-84.333","ON","-8.3","0","1.2","4.0","0","-24.5","0","95.8","0","106.0","104.5","0","107.0","","19","","",NA,"815.9","0.0","6057590"
"SAULT STE MARIE A","46.483","-84.509","ON","-9.1","0","0.9","4.1","0","-27.4","0","67.1","0","84.0","51.5","0","80.0","20.0","14","65.7","0","90.0","838.7","0.0","6057592"
"WAWA A","47.967","-84.783","ON","-13.3","0","0.7","1.9","0","-35.0","0","56.6","0","79.0","51.6","0","93.0","83.0","11","",,NA,"970.7","0.0","6059D09"
"KILLARNEY (AUT)","45.967","-81.483","ON","-7.3","20",NA,"4.7","20","-21.6","19","",,NA,"",,NA,"","","",,NA,"278.5","0.0","605DJ25"
"BISCOTASING","47.300","-82.100","ON","",,NA,"",,"",,"27.6","3",NA,"29.1","4",NA,"","5","","",NA,"","","6060773"
"CHAPLEAU A","47.820","-83.347","ON","-13.9","0","1.7","1.5","0","-38.0","0","60.6","0","109.0","65.8","0","127.0","65.0","14","","",NA,"987.7","0.0","6061361"
"CONISTON STP","46.483","-80.850","ON","-11.7","9",NA,"4.0","4","-31.0","8","43.0","0","80.0","53.4","0","83.0","","10","","",NA,"652.8","0.0","6061850"
"MASSEY","46.183","-82.017","ON","-9.9","0","1.2","4.0","0","-28.0","0","13.4","10",NA,"16.4","10",NA,"","5","","",NA,"865.4","0.0","6065006"
"MONETVILLE","46.150","-80.300","ON","-10.9","0","1.1","5.0","0","-28.5","0","57.3","0","91.0","75.5","0","94.0","","14","","",NA,"895.2","0.0","6065250"
"SUDBURY A","46.617","-80.800","ON","-12.3","10","0.6","2.7","10","-26.5","10","28.0","10",NA,"34.0","10",NA,"49.0","6","93.1","0","108.0","637.1","0.0","6068150"
"SUDBURY SCIENCE NORTH","46.467","-81.000","ON","","",NA,"","","","","","",NA,"","",NA,"","","101.5","0",NA,"","","6068158"
"WARREN","46.433","-80.317","ON","-11.8","0",NA,"4.0","0","-33.0","0","46.4","0",NA,"63.6","0",NA,"40.0","10","","",NA,"924.1","0.0","6069K90"
"BONNER LAKE","49.383","-82.124","ON","-16.3","0",NA,"3.0","0","-40.0","0","42.4","0",NA,"42.4","0",NA,"74.0","11","","",NA,"1064.2","0.0","6070QK6"
"COCHRANE","49.067","-81.033","ON","-17.4","0",NA,"2.0","0","-40.0","0","51.9","0",NA,"51.9","0",NA,"","10","","",NA,"1098.0","0.0","6071712"
"DYMOND ONT HYDRO","47.517","-79.683","ON","",,NA,"",,"",,"24.9","0",NA,"25.1","0",NA,"","8","","",NA,"","","6072183"
"EARLTON A","47.700","-79.850","ON","-15.8","0","0.4","2.1","0","-38.7","0","30.3","0","65.0","32.3","0","69.0","28.0","8","",,NA,"1046.9","0.0","6072225"
"ENGLEHART","47.817","-79.900","ON","",,NA,"",,"",,"33.0","0",NA,"33.0","0",NA,"","7","","",NA,"","","6072325"
"IROQUOIS FALLS","48.750","-80.667","ON","-16.7","0",NA,"2.0","0","-36.0","0","22.4","3",NA,"22.4","3",NA,"","6","","",NA,"1075.3","0.0","6073810"
"ISLAND FALLS","49.583","-81.383","ON","-17.8","0","1.6","2.5","0","-41.5","0","44.0","0","77.0","44.0","0","77.0","64.0","11","","",NA,"1110.3","0.0","6073840"
"KAPUSKASING CDA","49.400","-82.433","ON","-16.9","0","1.7","1.5","0","-41.5","0","29.5","0","55.0","36.0","0","71.0","47.0","7","70.1","0","89.0","1081.2","0.0","6073960"
"KAPUSKASING A","49.414","-82.468","ON","-17.1","17","0.8","2.1","17","-37.0","17","7.4","17",NA,"7.2","17",NA,"","3","",,NA,"491.5","0.0","6073975"
"KIRKLAND LAKE","48.150","-80.000","ON","-15.8","0",NA,"2.5","0","-38.5","0","54.6","0",NA,"54.6","0",NA,"55.0","10","","",NA,"1047.3","0.0","6074209"
"MATTICE TCPL","49.600","-83.167","ON","-16.9","0",NA,"3.5","0","-41.5","0","30.9","0",NA,"30.9","0",NA,"","8","","",NA,"1082.3","0.0","6075024"
"MOOSONEE UA","51.267","-80.650","ON","-4.7","29","15.3","2.0","29","-10.2","29","0.0","29",NA,"0.0","29",NA,"","0","101.6","0","109.0","45.4","0.0","6075425"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-16.6","16",NA,"-0.5","16","-35.9","16","",,NA,"",,NA,"","","",,NA,"519.2","0.0","6075543"
"PORCUPINE ONT HYDRO","48.467","-81.267","ON","-15.1","0","1.6","2.0","0","-39.5","0","48.9","0","71.0","48.9","0","70.0","","11","","",NA,"1026.3","0.0","6076572"
"SMOKY FALLS","50.067","-82.167","ON","-17.3","0","1.5","2.0","0","-40.0","0","37.5","0","65.0","37.5","0","65.0","","8","","",NA,"1093.9","0.0","6077845"
"TIMMINS A","48.567","-81.383","ON","-11.9","18","5.0","2.5","18","-31.0","18","12.2","18",NA,"11.3","18",NA,"","4","",,NA,"388.2","0.0","6078285"
"DWIGHT","45.383","-78.900","ON","-9.1","0","2.5","5.0","0","-27.0","0","116.0","0","140.0","162.6","0","152.0","65.0","22","","",NA,"840.9","0.0","6082178"
"FRENCH R CHAUDIERE DAM","46.133","-80.017","ON","-9.8","7",NA,"8.0","2","-26.0","6","20.0","9",NA,"47.8","10",NA,"","6","","",NA,"666.0","0.0","6082612"
"MADAWASKA","45.500","-77.983","ON","-10.2","0","1.9","9.0","0","-29.0","0","65.0","0","141.0","84.8","0","146.0","","15","","",NA,"873.1","0.0","6084770"
"NORTH BAY A","46.364","-79.423","ON","-10.3","16","2.2","2.0","16","-23.1","16","24.6","16",NA,"16.8","16",NA,"40.0","5","107.6","0","125.0","425.1","0.0","6085700"
"STURGEON FALLS","46.367","-79.933","ON","",,NA,"",,"",,"56.7","0",NA,"82.2","0",NA,"","12","","",NA,"","","6088144"
"GORE BAY A","45.883","-82.567","ON","-7.9","4",NA,"3.9","4","-22.6","4","50.4","4",NA,"55.1","4",NA,"38.0","8","",,NA,"699.0","0.0","6092925"
"SOUTH BAYMOUTH","45.583","-82.017","ON","-6.6","0",NA,"5.5","0","-21.0","0","52.9","0",NA,"83.3","0",NA,"","18","77.9","0",NA,"761.2","0.0","6097915"
"APPLETON","45.186","-76.113","ON","-8.6","0",NA,"7.5","0","-23.5","0","44.6","0",NA,"85.0","0",NA,"12.0","11","","",NA,"826.0","0.0","6100285"
"ARNPRIOR GRANDON","45.417","-76.367","ON","-10.0","0","1.5","7.0","0","-25.0","0","50.0","0","133.0","100.0","0","176.0","26.0","9","","",NA,"868.1","0.0","6100345"
"AVONMORE","45.170","-74.971","ON","-9.3","0","1.0","9.5","0","-23.5","0","68.4","0","135.0","125.2","0","161.0","28.0","16","","",NA,"847.8","0.0","6100398"
"BROCKVILLE PCC","44.600","-75.667","ON","-7.1","0","0.7","9.5","0","-20.5","0","63.5","0","129.0","113.5","0","145.0","","16","","",NA,"778.7","0.0","6100971"
"CARLETON PLACE","45.150","-76.200","ON","-8.6","0",NA,"8.5","0","-23.0","0","56.8","0",NA,"109.4","0",NA,"","13","","",NA,"825.0","0.0","6101250"
"CATARAQUI TS","44.367","-76.617","ON","-7.1","1",NA,"8.0","0","-25.0","1","52.1","0",NA,"130.5","0",NA,"","16","","",NA,"753.5","0.0","6101265"
"CHALK RIVER AECL","46.050","-77.367","ON","-10.9","0","0.8","5.0","0","-26.0","0","54.3","0","129.0","77.3","0","140.0","","11","","",NA,"896.6","0.0","6101335"
"CHESTERVILLE 2","45.017","-75.200","ON","-9.0","0",NA,"10.0","0","-24.0","0","57.0","0",NA,"109.6","0",NA,"","16","","",NA,"837.8","0.0","6101502"
"CLAYBANK","45.417","-76.400","ON","",,NA,"",,"",,"75.3","0",NA,"108.6","0",NA,"10.0","16","","",NA,"","","6101555"
"COMBERMERE","45.367","-77.617","ON","-9.7","0","1.8","9.0","0","-24.5","0","64.5","0","140.0","85.3","0","135.0","34.0","19","","",NA,"860.1","0.0","6101820"
"CORNWALL","45.017","-74.750","ON","-7.7","0","0.8","12.0","0","-22.5","0","61.7","0","131.0","119.2","0","156.0","","16","","",NA,"797.5","0.0","6101874"
"CORNWALL ONT HYDRO","45.033","-74.800","ON","-8.2","0",NA,"15.0","0","-24.0","0","80.0","0",NA,"135.9","0",NA,"","15","56.5","1.66666666666666666666666666666666666667",NA,"812.8","0.0","6101901"
"DALHOUSIE MILLS","45.317","-74.467","ON","-10.3","0","0.8","8.5","0","-25.0","0","79.0","0","133.0","151.7","0","166.0","","17","","",NA,"875.9","0.0","6101958"
"DELTA","44.617","-76.133","ON","",,NA,"",,"",,"40.7","0",NA,"117.9","0",NA,"","15","","",NA,"","","6101986"
"GLENBURNIE","44.333","-76.500","ON","-7.1","0","1.3","8.0","0","-21.0","0","41.6","0","105.0","115.4","0","150.0","","13","","",NA,"778.7","0.0","6102808"
"GLEN GORDON","45.167","-74.533","ON","-10.4","0","0.1","10.0","0","-26.0","0","72.0","0","156.0","141.5","0","197.0","8.0","16","","",NA,"880.6","0.0","6102832"
"GODFREY","44.567","-76.633","ON","-7.7","0","0.8","7.5","0","-22.5","0","51.2","0","111.0","119.0","0","146.0","14.0","18","","",NA,"795.4","0.0","6102857"
"DRUMMOND CENTRE","45.033","-76.250","ON","-8.7","0","1.0","7.5","0","-22.5","0","46.3","0","106.0","93.7","0","138.0","26.0","11","","",NA,"828.2","0.0","6102J13"
"HARTINGTON IHD","44.433","-76.700","ON","-7.0","0","1.4","7.0","0","-20.0","0","50.0","0","117.0","128.2","0","170.0","18.0","20","","",NA,"774.6","0.0","6103367"
"KEMPTVILLE","45.000","-75.633","ON","-7.8","0","2.2","11.0","0","-22.0","0","55.3","0","136.0","113.1","0","176.0","","11","79.2","0","80.0","799.4","0.0","6104025"
"KINGSTON A","44.219","-76.597","ON","-5.8","0",NA,"7.6","0","-19.0","0","55.4","0",NA,"112.4","0",NA,"12.0","13","78.3","0",NA,"738.8","0.0","6104146"
"KINGSTON PUMPING STATION","44.233","-76.483","ON","-5.6","0","1.4","8.5","0","-19.5","0","60.7","0","123.0","133.9","0","163.0","24.0","17","","",NA,"731.1","0.0","6104175"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-7.1","0","1.3","9.5","0","-21.0","0","53.0","0","134.0","118.1","0","166.0","16.0","17","","",NA,"778.2","0.0","6104725"
"MORRISBURG","44.917","-75.183","ON","-8.4","0","1.2","9.0","0","-23.0","0","48.6","0","112.0","104.2","0","144.0","","16","","",NA,"817.1","0.0","6105460"
"OTTAWA CDA","45.383","-75.717","ON","-8.8","0","1.4","7.2","0","-23.5","0","54.6","0","123.0","115.2","0","183.0","22.0","10","94.6","0","95.0","831.0","0.0","6105976"
"OTTAWA MACDONALD-CARTIER INT'L  A","45.317","-75.667","ON","-10.6","9","-0.3","3.6","9","-23.9","9","34.2","9",NA,"28.2","9",NA,"30.0","3","",,NA,"629.8","0.0","6106000"
"PETAWAWA A","45.950","-77.317","ON","-11.4","3",NA,"4.2","3","-28.8","3","56.0","3",NA,"67.1","3",NA,"39.0","10","",,NA,"821.8","0.0","6106398"
"PETAWAWA NAT FORESTRY","45.983","-77.433","ON","-12.5","0",NA,"4.0","0","-28.5","0","64.4","0",NA,"88.4","0",NA,"","12","75.9","0",NA,"944.6","0.0","6106400"
"PURDY","45.317","-77.717","ON","",,NA,"",,"",,"57.8","0",NA,"92.6","0",NA,"","15","","",NA,"","","6106779"
"RENFREW","45.483","-76.700","ON","-9.7","0","2.4","9.0","0","-23.5","0","55.0","0","141.0","91.9","0","166.0","","13","","",NA,"857.9","0.0","6107002"
"ROLPHTON","46.183","-77.650","ON","-11.4","0",NA,"4.5","0","-27.0","0","77.5","0",NA,"91.1","0",NA,"51.0","14","","",NA,"910.3","0.0","6107182"
"RUSSELL","45.263","-75.359","ON","-9.0","0","1.1","9.0","0","-23.0","0","50.0","0","104.0","124.4","0","166.0","22.0","14","","",NA,"837.8","0.0","6107247"
"ST. ALBERT","45.283","-75.050","ON","-9.7","0","0.4","9.0","0","-23.5","0","71.0","0","138.0","153.2","0","183.0","","16","","",NA,"859.7","0.0","6107276"
"SOUTH MOUNTAIN","44.967","-75.483","ON","-8.7","0","1.4","10.0","0","-22.0","0","66.0","0","142.0","121.4","0","168.0","20.0","18","","",NA,"828.5","0.0","6107955"
"WOLFE ISLAND","44.150","-76.533","ON","-5.1","0",NA,"9.5","0","-18.5","0","44.0","0",NA,"118.2","0",NA,"","19","","",NA,"716.7","0.0","6109558"
"MERIVALE TS","45.333","-75.733","ON","",,NA,"",,"",,"62.0","0",NA,"83.6","3",NA,"","9","","",NA,"","","610E061"
"ALLISTON NELSON","44.150","-79.867","ON","-4.4","0","2.1","11.5","0","-17.0","0","43.4","0","124.0","62.9","0","117.0","20.0","13","","",NA,"692.9","0.0","6110218"
"AYTON","44.083","-80.833","ON","-4.7","0",NA,"10.5","0","-16.0","0","54.0","0",NA,"88.8","0",NA,"","17","","",NA,"702.6","0.0","6110439"
"BARRIE (AUT)","44.383","-79.783","ON","-6.7","5",NA,"9.0","5","-21.5","5","",,NA,"",,NA,"","","",,NA,"642.9","0.0","6110552"
"BARRIE WPCC","44.383","-79.683","ON","-6.1","0","1.6","11.0","0","-21.0","0","112.0","0","170.0","134.4","0","163.0","26.0","18","","",NA,"746.3","0.0","6110557"
"BEATRICE 2","45.133","-79.400","ON","-8.1","0","2.6","7.5","0","-28.0","0","121.0","0","140.0","177.8","0","155.0","51.0","21","","",NA,"808.0","0.0","6110606"
"BRITT (AUT)","45.800","-80.533","ON","-9.3","4",NA,"5.0","4","-27.3","4","",,NA,"",,NA,"","","",,NA,"735.8","0.0","6110967"
"BURK'S FALLS 2","45.583","-79.600","ON","-9.3","0",NA,"6.0","0","-28.5","0","94.6","0",NA,"122.2","0",NA,"41.0","18","","",NA,"846.4","0.0","61110M6"
"CHATSWORTH","44.395","-80.905","ON","-5.4","0","1.6","10.0","0","-20.0","0","96.7","0","104.0","159.9","0","138.0","","25","","",NA,"724.5","0.0","6111467"
"COLDWATER WARMINSTER","44.633","-79.533","ON","-6.1","0",NA,"9.0","0","-20.5","0","120.4","0",NA,"170.0","0",NA,"50.0","25","","",NA,"747.3","0.0","6111769"
"COLLINGWOOD WPCP","44.500","-80.217","ON","",,NA,"",,"",,"67.4","2",NA,"66.9","8",NA,"","14","","",NA,"","","6111800"
"COOKSTOWN","44.200","-79.683","ON","-6.1","0","1.8","10.0","0","-21.5","0","54.4","0","145.0","85.8","0","153.0","17.0","19","","",NA,"747.1","0.0","6111859"
"DORSET MOE","45.217","-78.933","ON","-8.2","0","2.3","7.0","0","-29.0","0","88.9","0","121.0","120.0","0","128.0","51.0","19","","",NA,"813.4","0.0","6112072"
"DUNCHURCH","45.617","-79.883","ON","-9.0","0","2.0","6.0","0","-29.5","0","81.8","0","101.0","120.2","0","115.0","40.0","19","","",NA,"838.5","0.0","6112133"
"DURHAM","44.183","-80.817","ON","-5.4","0","1.6","10.0","0","-15.0","0","79.0","0","97.0","138.6","0","134.0","","19","","",NA,"726.5","0.0","6112171"
"ESSA ONT HYDRO","44.350","-79.817","ON","-5.6","0","1.8","11.0","0","-25.5","0","74.5","0","128.0","104.0","0","136.0","","22","","",NA,"732.2","0.0","6112340"
"HANOVER","44.117","-81.000","ON","-4.7","0","2.1","11.0","0","-18.0","0","111.2","0","135.0","176.1","0","161.0","","23","","",NA,"705.0","0.0","6113329"
"HONEY HBR BEAUSOLEIL","44.850","-79.867","ON","-5.9","3",NA,"6.0","3","-21.0","3","79.2","2",NA,"76.2","6",NA,"47.0","16","","",NA,"669.8","0.0","6113490"
"HUNTSVILLE WPCP","45.350","-79.167","ON","-7.8","0","2.4","8.0","0","-25.5","0","94.6","0","127.0","138.2","0","149.0","","18","","",NA,"800.5","0.0","6113663"
"KATRINE DOE LAKE","45.533","-79.400","ON","",,NA,"",,"",,"97.0","0",NA,"135.6","0",NA,"58.0","19","","",NA,"","","6114006"
"MIDHURST","44.450","-79.767","ON","-5.9","0",NA,"10.0","0","-22.5","0","73.0","0",NA,"101.4","0",NA,"35.0","22","","",NA,"739.4","0.0","6115099"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","-5.8","0","2.7","9.5","0","-20.0","0","105.0","0","119.0","150.7","0","137.0","18.0","22","","",NA,"737.4","0.0","6115127"
"MIDLAND HURONIA A","44.683","-79.933","ON","-5.6","0",NA,"9.0","0","-21.0","0","100.0","0",NA,"135.2","0",NA,"","23","","",NA,"732.1","0.0","6115130"
"MOONSTONE","44.633","-79.667","ON","-6.2","0",NA,"9.5","0","-24.5","0","118.0","0",NA,"166.2","0",NA,"37.0","22","","",NA,"749.6","0.0","6115389"
"MUSKOKA A","44.967","-79.300","ON","-8.4","1","1.9","4.0","1","-26.4","1","96.1","0","110.0","134.0","0","144.0","35.0","18","",,NA,"790.5","0.0","6115525"
"ORILLIA BRAIN","44.603","-79.439","ON","-6.5","0",NA,"8.5","0","-22.0","0","119.2","0",NA,"162.7","0",NA,"52.0","22","","",NA,"758.4","0.0","6115811"
"ORILLIA TS","44.617","-79.417","ON","-6.0","0",NA,"10.0","0","-20.0","0","117.6","0",NA,"165.1","0",NA,"","21","","",NA,"745.2","0.0","6115820"
"OWEN SOUND MOE","44.583","-80.933","ON","-3.6","0","1.8","10.0","0","-14.5","0","76.5","0","76.0","132.7","0","103.0","11.0","23","","",NA,"669.2","0.0","6116132"
"POWASSAN","46.117","-79.250","ON","-10.3","0","2.1","5.5","0","-28.5","0","56.8","0","118.0","79.8","0","127.0","35.0","12","","",NA,"876.0","0.0","6116702"
"PRICEVILLE","44.200","-80.633","ON","",,NA,"",,"",,"71.2","0",NA,"116.0","0",NA,"36.0","22","","",NA,"","","6116718"
"PROTON STATION","44.167","-80.517","ON","-6.8","0","1.5","9.0","0","-22.5","0","98.0","0","118.0","151.0","0","140.0","24.0","18","","",NA,"769.0","0.0","6116750"
"ROCKLYN","44.467","-80.633","ON","-6.8","1",NA,"9.5","0","-20.0","1","119.6","0",NA,"174.3","0",NA,"28.0","23","","",NA,"744.4","0.0","6117169"
