"Environment and Climate Change Canada"
"Monthly Values for January - 1991"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"COMBERMERE","45.367","-77.617","ON","-11.9","0","-0.4","5.0","0","-31.0","0","64.4","0","140.0","64.4","0","102.0","49.0","15","","",NA,"927.8","0.0","6101820"
"CORNWALL","45.017","-74.750","ON","-8.2","0","0.2","6.0","0","-25.0","0","60.4","0","128.0","80.0","0","105.0","","12","","",NA,"813.5","0.0","6101874"
"CORNWALL ONT HYDRO","45.033","-74.800","ON","-8.9","0",NA,"5.5","0","-26.5","0","50.6","0",NA,"65.6","0",NA,"","12","82.0","0",NA,"834.4","0.0","6101901"
"CROW LAKE","44.733","-76.600","ON","",,NA,"",,"",,"45.4","0",NA,"49.6","0",NA,"","12","","",NA,"","","6101920"
"DALHOUSIE MILLS","45.317","-74.467","ON","-11.6","0","-0.5","4.0","0","-32.5","0","79.8","0","134.0","94.4","0","103.0","","14","","",NA,"917.9","0.0","6101958"
"DELTA","44.617","-76.133","ON","",,NA,"",,"",,"52.6","0",NA,"60.6","0",NA,"18.0","13","","",NA,"","","6101986"
"DUNROBIN","45.433","-76.033","ON","-12.0","9",NA,"3.5","5","-37.0","6","0.0","13",NA,"0.0","12",NA,"","0","","",NA,"660.5","0.0","6102150"
"GLENBURNIE","44.333","-76.500","ON","-7.6","0","0.8","4.0","0","-27.0","0","31.2","0","79.0","42.6","0","55.0","","13","","",NA,"794.4","0.0","6102808"
"GLEN GORDON","45.167","-74.533","ON","-9.5","0","1.1","5.0","0","-28.0","0","61.6","0","134.0","75.4","0","105.0","","15","","",NA,"851.0","0.0","6102832"
"GODFREY","44.567","-76.633","ON","-8.8","0","-0.4","4.0","0","-33.0","0","63.2","0","137.0","66.4","0","81.0","28.0","13","","",NA,"831.9","0.0","6102857"
"DRUMMOND CENTRE","45.033","-76.250","ON","-10.6","0","-0.9","4.0","0","-34.5","0","62.2","0","143.0","70.2","0","104.0","34.0","10","","",NA,"887.6","0.0","6102J13"
"HARTINGTON IHD","44.433","-76.700","ON","-8.6","0","-0.2","4.0","0","-25.0","0","53.0","0","124.0","69.4","0","92.0","20.0","13","","",NA,"823.2","0.0","6103367"
"KEMPTVILLE","45.000","-75.633","ON","-9.9","0","0.1","3.5","0","-31.0","0","44.4","0","109.0","52.3","0","81.0","","13","105.9","0","108.0","865.0","0.0","6104025"
"KINGSTON A","44.219","-76.597","ON","-6.6","0",NA,"4.7","0","-22.6","0","44.2","0",NA,"57.6","0",NA,"10.0","15","87.1","0",NA,"761.5","0.0","6104146"
"KINGSTON PUMPING STATION","44.233","-76.483","ON","-6.6","0","0.4","5.0","0","-22.5","0","54.4","0","110.0","73.8","0","90.0","","16","","",NA,"762.8","0.0","6104175"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-8.4","0","0.0","4.5","0","-31.5","0","70.4","0","177.0","80.6","0","114.0","30.0","15","","",NA,"817.9","0.0","6104725"
"MALLORYTOWN LANDING","44.450","-75.867","ON","-7.6","0",NA,"5.5","0","-26.0","0","53.4","0",NA,"77.0","0",NA,"27.0","17","","",NA,"794.0","0.0","6104882"
"MORRISBURG","44.917","-75.183","ON","-9.2","0","0.4","5.0","0","-30.5","0","60.2","0","138.0","73.2","0","101.0","","13","","",NA,"843.1","0.0","6105460"
"OTTAWA CDA","45.383","-75.717","ON","-10.0","0","0.1","4.0","0","-28.8","0","58.2","0","132.0","49.4","0","79.0","34.0","9","116.6","0","117.0","869.1","0.0","6105976"
"OTTAWA MACDONALD-CARTIER INT'L  A","45.317","-75.667","ON","-10.6","0","-0.3","3.6","0","-26.9","0","66.0","0","123.0","51.4","0","79.0","36.0","12","","",NA,"886.9","0.0","6106000"
"PETAWAWA A","45.950","-77.317","ON","-13.8","0",NA,"2.0","0","-39.8","0","56.6","0",NA,"48.9","0",NA,"36.0","11","","",NA,"986.5","0.0","6106398"
"PETAWAWA NAT FORESTRY","45.983","-77.433","ON","-13.7","0",NA,"2.0","0","-37.5","0","41.0","0",NA,"41.0","0",NA,"42.0","12","97.6","0",NA,"984.2","0.0","6106400"
"PURDY","45.317","-77.717","ON","",,NA,"",,"",,"56.2","0",NA,"56.2","0",NA,"","14","","",NA,"","","6106779"
"RENFREW","45.483","-76.700","ON","-11.5","0","0.6","4.0","0","-36.0","0","47.0","0","120.0","47.0","0","85.0","30.0","15","","",NA,"915.4","0.0","6107002"
"ROLPHTON","46.183","-77.650","ON","",,NA,"",,"",,"62.0","0",NA,"62.0","0",NA,"53.0","14","","",NA,"","","6107182"
"RUSSELL","45.263","-75.359","ON","-10.3","0","-0.2","4.5","0","-32.0","0","63.6","0","132.0","70.2","0","94.0","25.0","14","","",NA,"877.9","0.0","6107247"
"ST. ALBERT","45.283","-75.050","ON","-10.6","0","-0.5","4.5","0","-31.5","0","59.0","0","115.0","71.0","0","85.0","28.0","14","","",NA,"887.0","0.0","6107276"
"SOUTH MOUNTAIN","44.967","-75.483","ON","-9.6","0","0.5","4.5","0","-30.0","0","60.2","0","130.0","71.0","0","99.0","17.0","14","","",NA,"854.6","0.0","6107955"
"WOLFE ISLAND","44.150","-76.533","ON","-6.2","0",NA,"4.0","0","-21.5","0","58.0","0",NA,"77.6","0",NA,"","13","","",NA,"750.0","0.0","6109558"
"MERIVALE TS","45.333","-75.733","ON","",,NA,"",,"",,"80.0","0",NA,"82.5","0",NA,"","16","","",NA,"","","610E061"
"ALLISTON NELSON","44.150","-79.867","ON","-6.9","0","-0.4","5.0","0","-22.5","0","50.0","0","142.0","52.2","0","97.0","16.0","13","","",NA,"771.0","0.0","6110218"
"BARRIE WPCC","44.383","-79.683","ON","-8.0","0","-0.4","6.0","0","-24.5","0","43.4","0","66.0","43.4","0","53.0","0.0","10","","",NA,"807.2","0.0","6110557"
"BEATRICE 2","45.133","-79.400","ON","-10.5","0","0.2","5.0","0","-33.5","0","111.0","0","128.0","114.2","0","100.0","","21","","",NA,"882.4","0.0","6110606"
"BORDEN STP","44.300","-79.900","ON","-6.8","0",NA,"7.0","0","-25.0","0","53.0","0",NA,"53.0","0",NA,"9.0","13","","",NA,"768.5","0.0","6110HK7"
"BURK'S FALLS 2","45.583","-79.600","ON","-11.8","2",NA,"2.0","1","-36.0","1","129.4","0",NA,"130.0","0",NA,"","21","","",NA,"864.2","0.0","61110M6"
"CHATSWORTH","44.395","-80.905","ON","-7.1","0","-0.2","5.0","0","-25.0","0","83.6","0","90.0","88.9","0","77.0","","20","","",NA,"779.4","0.0","6111467"
"COLDWATER WARMINSTER","44.633","-79.533","ON","-8.8","6",NA,"5.0","5","-26.5","5","143.6","0",NA,"145.0","0",NA,"49.0","16","","",NA,"670.5","0.0","6111769"
"COLLINGWOOD WPCP","44.500","-80.217","ON","",,NA,"",,"",,"55.6","8",NA,"55.6","11",NA,"","8","","",NA,"","","6111800"
"COOKSTOWN","44.200","-79.683","ON","-7.9","0","-0.1","4.5","0","-26.5","0","35.6","0","95.0","36.4","0","65.0","3.0","10","","",NA,"804.2","0.0","6111859"
"DORSET MOE","45.217","-78.933","ON","-10.8","0","-0.3","3.5","0","-34.0","0","86.4","0","118.0","67.0","0","72.0","49.0","18","","",NA,"893.8","0.0","6112072"
"DUNCHURCH","45.617","-79.883","ON","-11.7","0","-0.6","3.5","0","-37.0","0","126.0","0","156.0","127.4","0","122.0","63.0","19","","",NA,"921.3","0.0","6112133"
"DURHAM","44.183","-80.817","ON","-7.5","0","-0.5","5.0","0","-21.5","0","87.0","0","107.0","90.0","0","87.0","42.0","17","","",NA,"791.2","0.0","6112171"
"ESSA ONT HYDRO","44.350","-79.817","ON","-7.4","0","0.0","5.5","0","-25.0","0","61.0","0","104.0","64.0","0","84.0","","11","","",NA,"786.5","0.0","6112340"
"HANOVER","44.117","-81.000","ON","-7.7","0","-0.9","5.0","0","-26.0","0","103.1","0","125.0","114.8","0","105.0","","21","","",NA,"796.3","0.0","6113329"
"HONEY HBR BEAUSOLEIL","44.850","-79.867","ON","-8.3","2",NA,"5.0","2","-25.5","2","113.6","0",NA,"114.0","0",NA,"36.0","17","","",NA,"762.6","0.0","6113490"
"HUNTSVILLE WPCP","45.350","-79.167","ON","-10.3","0","0.0","5.0","0","-32.0","0","139.8","0","187.0","139.8","0","151.0","","17","","",NA,"877.2","0.0","6113663"
"KATRINE DOE LAKE","45.533","-79.400","ON","",,NA,"",,"",,"149.0","0",NA,"153.4","0",NA,"59.0","20","","",NA,"","","6114006"
"MIDHURST","44.450","-79.767","ON","-7.6","0",NA,"5.0","0","-26.5","0","57.6","0",NA,"57.6","0",NA,"15.0","10","","",NA,"792.1","0.0","6115099"
"MIDLAND HURONIA A","44.683","-79.933","ON","-8.5","0",NA,"6.0","0","-28.0","0","139.0","0",NA,"139.0","0",NA,"","24","","",NA,"823.0","0.0","6115130"
"MUSKOKA A","44.967","-79.300","ON","-10.0","0","0.3","5.8","0","-32.7","0","114.4","0","131.0","87.2","0","94.0","49.0","17","","",NA,"867.8","0.0","6115525"
"ORILLIA TS","44.617","-79.417","ON","-9.0","0",NA,"6.0","0","-28.0","0","130.0","0",NA,"132.4","0",NA,"","14","","",NA,"835.6","0.0","6115820"
"OWEN SOUND MOE","44.583","-80.933","ON","-5.6","0","-0.2","6.0","0","-20.5","0","71.6","0","71.0","78.8","0","61.0","17.0","21","","",NA,"732.6","0.0","6116132"
"PARRY SOUND","45.350","-80.050","ON","-9.1","2",NA,"3.5","0","-27.5","2","134.2","0",NA,"141.8","0",NA,"50.0","19","","",NA,"784.5","0.0","6116255"
"POWASSAN","46.117","-79.250","ON","-12.9","0","-0.6","2.0","0","-38.5","0","58.2","0","121.0","58.2","0","92.0","29.0","12","","",NA,"958.7","0.0","6116702"
"PRICEVILLE","44.200","-80.633","ON","",,NA,"",,"",,"85.6","0",NA,"88.8","0",NA,"22.0","18","","",NA,"","","6116718"
"PROTON STATION","44.167","-80.517","ON","-9.1","0","-0.8","3.5","0","-30.0","0","109.6","0","132.0","109.8","0","102.0","28.0","21","","",NA,"838.8","0.0","6116750"
"RAVENSHOE","44.217","-79.400","ON","-8.2","0",NA,"5.0","0","-26.0","0","48.0","0",NA,"52.0","0",NA,"15.0","14","","",NA,"812.4","0.0","6116902"
