"Environment and Climate Change Canada"
"Monthly Values for January - 2002"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"RAWSON LAKE","49.650","-93.717","ON","-12.6","0","3.0","4.0","0","-32.5","0","27.5","0","82.0","27.5","0","97.0","35.0","9","72.1","0","85.0","950.1","0.0","6036904"
"SIOUX LOOKOUT A","50.117","-91.900","ON","-15.1","0","2.3","2.5","0","-38.4","0","33.5","0","94.0","27.5","0","79.0","44.0","11","",,NA,"1025.8","0.0","6037775"
"ARMSTRONG (AUT)","50.294","-88.905","ON","-17.6","0",NA,"1.5","0","-41.4","0","",,NA,"",,NA,"","","",,NA,"1103.0","0.0","6040325"
"CAMERON FALLS (AUT)","49.154","-88.345","ON","-12.7","0",NA,"3.0","0","-28.2","0","",,NA,"20.2","0",NA,"","9","",,NA,"950.9","0.0","6041110"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","-3.1","0",NA,"4.7","0","-13.2","0","",,NA,"",,NA,"","","",,NA,"655.0","0.0","6041222"
"GERALDTON A","49.783","-86.931","ON","-16.5","0","2.1","1.0","0","-37.9","0","42.0","0","98.0","24.6","0","73.0","34.0","7","",,NA,"1070.0","0.0","6042716"
"FLINT","48.350","-89.683","ON","-10.6","0","4.1","4.5","0","-29.0","0","26.8","0","61.0","26.8","0","60.0","11.0","12","","",NA,"886.3","0.0","6042MJ7"
"LAKEHEAD UNIVERSITY","48.433","-89.267","ON","",,NA,"",,"",,"22.4","0",NA,"9.6","0",NA,"10.0","2","","",NA,"","","6044298"
"PUKASKWA (AUT)","48.588","-86.295","ON","-10.4","0",NA,"3.6","0","-26.4","0","",,NA,"24.5","2",NA,"","9","",,NA,"880.4","0.0","6046767"
"PUKASKWA NATL PARK","48.600","-86.300","ON","-10.1","0",NA,"3.6","0","-26.4","0","",,NA,"24.4","0",NA,"","8","","",NA,"869.8","0.0","6046770"
"TERRACE BAY A","48.817","-87.100","ON","-12.2","0",NA,"2.9","0","-27.9","0","41.4","0",NA,"41.4","0",NA,"21.0","13","","",NA,"936.4","0.0","6048231"
"THUNDER BAY A","48.369","-89.327","ON","-10.2","0",NA,"4.9","0","-26.3","0","",,NA,"7.5","2",NA,"","2","",,NA,"873.9","0.0","6048261"
"THUNDER BAY AWOS","48.367","-89.317","ON","-10.2","0",NA,"4.9","0","-26.3","0","",,NA,"7.5","2",NA,"","2","",,NA,"873.9","0.0","6048264"
"TRANQUILLO RIDGE","48.233","-89.517","ON","-10.3","0","3.5","4.5","0","-25.1","0","29.0","0","47.0","29.0","0","47.0","21.0","8","","",NA,"875.8","0.0","6048864"
"UPSALA (AUT)","49.033","-90.467","ON","-14.8","24",NA,"-3.7","24","-25.4","23","",,NA,"",,NA,"","","",,NA,"229.9","0.0","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","-7.0","20",NA,"3.9","18","-21.8","12","",,NA,"",,NA,"","","",,NA,"274.6","0.0","6049443"
"WHITEFISH LAKE","48.283","-89.917","ON","-10.9","0","3.9","4.0","0","-29.0","0","35.2","0","66.0","35.2","0","66.0","27.0","13","","",NA,"897.1","0.0","6049466"
"KATATOTA ISLAND (AUT)","49.713","-88.332","ON","-12.9","1",NA,"1.2","1","-31.2","0","",,NA,"",,NA,"","","",,NA,"927.1","0.0","604M002"
"ELLIOT LAKE A","46.351","-82.561","ON","-6.9","0",NA,"4.3","0","-20.0","0","33.1","0",NA,"33.4","0",NA,"17.0","10","",,NA,"772.8","0.0","6052259"
"SAULT STE MARIE 2","46.533","-84.333","ON","-4.8","0","4.7","5.0","0","-16.5","0","49.0","0","54.0","53.9","0","55.0","19.0","13","","",NA,"706.6","0.0","6057590"
"SAULT STE MARIE A","46.483","-84.509","ON","-5.3","0","4.7","5.3","0","-20.4","0","65.2","0","81.0","38.9","0","60.0","5.0","12","",,NA,"721.4","0.0","6057592"
"WAWA A","47.967","-84.783","ON","-10.4","0","3.6","3.4","0","-25.2","0","62.8","0","87.0","48.0","0","86.0","26.0","9","",,NA,"879.5","0.0","6059D09"
"KILLARNEY (AUT)","45.967","-81.483","ON","-4.0","0",NA,"6.2","0","-15.3","0","",,NA,"",,NA,"","","",,NA,"682.5","0.0","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","-11.9","0","3.7","2.0","0","-28.7","0","45.1","0","81.0","28.8","0","56.0","33.0","8","",,NA,"926.6","0.0","6061361"
"CONISTON STP","46.483","-80.850","ON","-8.2","8",NA,"6.5","3","-24.0","7","31.5","0","59.0","31.5","0","49.0","","10","","",NA,"602.1","0.0","6061850"
"MASSEY","46.193","-82.025","ON","-6.0","0","5.1","7.0","0","-22.0","0","22.5","0","44.0","25.1","0","43.0","6.0","7","","",NA,"742.6","0.0","6065006"
"MONETVILLE","46.143","-80.307","ON","-6.9","0","5.0","6.5","0","-24.0","0","47.7","0","75.0","56.1","0","70.0","","14","","",NA,"772.3","0.0","6065250"
"SUDBURY A","46.625","-80.799","ON","-8.0","0","5.0","6.1","0","-19.4","0","36.6","0","61.0","30.5","0","49.0","31.0","10","60.7","0","70.0","805.2","0.0","6068150"
"BONNER LAKE","49.383","-82.124","ON","-15.4","0",NA,"1.0","0","-37.0","0","69.0","0",NA,"69.0","0",NA,"68.0","15","","",NA,"1034.5","0.0","6070QK6"
"EARLTON AWOS","47.695","-79.849","ON","-11.5","0",NA,"2.0","0","-28.8","0","",,NA,"19.5","0",NA,"","10","",,NA,"914.5","0.0","6072224"
"EARLTON A","47.700","-79.850","ON","-11.1","0","5.1","2.2","0","-28.0","0","37.1","0","79.0","38.1","0","81.0","18.0","12","",,NA,"903.5","0.0","6072225"
"KAPUSKASING CDA","49.400","-82.433","ON","","","","","","","","","",NA,"","",NA,"","","0.0","30.9583333333333333333333333333333333333",NA,"","","6073960"
"KAPUSKASING A","49.414","-82.468","ON","-15.7","0","2.2","1.6","0","-36.1","0","64.7","0","117.0","52.2","0","109.0","66.0","14","",,NA,"1045.0","0.0","6073975"
"KAPUSKASING CDA ON","49.406","-82.444","ON","-16.2","0",NA,"1.3","0","-39.2","0","11.0","6",NA,"22.4","5",NA,"20.0","6","",,NA,"1060.1","0.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","-12.7","0",NA,"1.1","0","-32.2","0","",,NA,"26.8","0",NA,"","6","","",NA,"952.2","0.0","6074211"
"MOOSONEE UA","51.267","-80.650","ON","-18.8","0","1.2","1.5","0","-38.0","0","15.6","0","39.0","16.2","0","49.0","48.0","5","0.0","30.9583333333333333333333333333333333333",NA,"1139.5","0.0","6075425"
"MOOSONEE A","51.291","-80.608","ON","-19.0","0",NA,"1.3","0","-37.1","0","",,NA,"9.0","0",NA,"","3","",,NA,"1145.6","0.0","6075428"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-16.9","0",NA,"0.8","0","-36.8","0","",,NA,"",,NA,"","","",,NA,"1082.8","0.0","6075543"
"TIMMINS VICTOR POWER A","48.570","-81.377","ON","-13.6","0","3.2","1.1","0","-32.9","0","52.6","0","91.0","40.4","0","78.0","38.0","12","",,NA,"980.2","0.0","6078285"
"DWIGHT","45.383","-78.900","ON","-5.7","0","6.0","5.5","0","-22.0","0","59.8","0","72.0","64.8","0","61.0","39.0","18","","",NA,"734.0","0.0","6082178"
"FRENCH R CHAUDIERE DAM","46.133","-80.017","ON","-6.9","9",NA,"7.0","4","-17.0","9","54.0","0",NA,"60.0","0",NA,"","17","","",NA,"547.0","0.0","6082612"
"NORTH BAY A","46.364","-79.423","ON","-7.8","0","4.7","5.2","0","-19.3","0","59.2","0","91.0","56.0","0","81.0","36.0","15","47.7","0","55.0","799.5","0.0","6085700"
"STURGEON FALLS","46.367","-79.933","ON","",,NA,"",,"",,"58.7","0",NA,"67.5","0",NA,"","12","","",NA,"","","6088144"
"GORE BAY A","45.883","-82.567","ON","-4.0","0",NA,"5.6","0","-15.6","0","",,NA,"19.0","0",NA,"","6","",,NA,"681.3","0.0","6092925"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","-1.7","0",NA,"6.9","0","-11.6","0","",,NA,"0.0","2",NA,"","0","",,NA,"609.5","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","-4.1","0",NA,"6.0","0","-16.0","0","30.5","0",NA,"35.7","0",NA,"9.0","11","","",NA,"684.6","0.0","6097426"
"APPLETON","45.186","-76.113","ON","-4.2","0",NA,"9.0","0","-21.5","0","31.4","0",NA,"33.4","0",NA,"7.0","10","","",NA,"689.1","0.0","6100285"
"AVONMORE","45.170","-74.971","ON","-4.2","0","6.2","7.0","0","-25.0","0","42.0","0","83.0","48.4","0","62.0","","15","","",NA,"688.7","0.0","6100398"
"BROCKVILLE PCC","44.600","-75.667","ON","-1.4","0","6.4","9.0","0","-12.5","0","48.8","0","99.0","61.2","0","78.0","","13","","",NA,"601.3","0.0","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","-5.5","0","6.2","9.5","0","-18.0","0","25.4","0","60.0","26.0","0","47.0","24.0","7","","",NA,"729.3","0.0","6101335"
"COMBERMERE","45.367","-77.617","ON","-4.7","0","6.8","7.0","0","-15.5","0","25.5","0","56.0","29.3","0","46.0","18.0","13","","",NA,"704.8","0.0","6101820"
"CORNWALL","45.016","-74.749","ON","-2.2","0","6.3","10.0","0","-13.5","0","47.3","0","100.0","52.3","0","69.0","0.0","9","","",NA,"625.3","0.0","6101874"
"DALHOUSIE MILLS","45.317","-74.467","ON","-4.8","0","6.3","7.0","0","-26.0","0","55.4","0","93.0","63.2","0","69.0","","13","","",NA,"707.5","0.0","6101958"
"GODFREY","44.567","-76.633","ON","-3.0","0","5.4","10.0","0","-22.0","0","38.6","0","84.0","54.6","0","67.0","0.0","10","","",NA,"651.3","0.0","6102857"
"DRUMMOND CENTRE","45.032","-76.253","ON","-3.9","0","5.8","8.5","0","-22.5","0","40.4","0","93.0","41.0","0","61.0","14.0","10","","",NA,"679.6","0.0","6102J13"
"GRENADIER ISLAND","44.417","-75.850","ON","-1.3","0",NA,"9.1","0","-12.3","0","",,NA,"",,NA,"","","",,NA,"598.5","0.0","6103024"
"HARTINGTON IHD","44.428","-76.690","ON","-2.6","0","5.7","10.0","0","-21.0","0","63.5","0","148.0","76.8","0","102.0","0.0","12","","",NA,"639.4","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","-3.5","0",NA,"9.5","0","-21.8","0","",,NA,"42.2","0",NA,"","10","",,NA,"665.2","0.0","6104027"
"KINGSTON PUMPING STATION","44.244","-76.481","ON","-1.3","0","5.7","10.0","0","-14.0","0","33.5","0","68.0","49.3","0","60.0","0.0","10","","",NA,"598.0","0.0","6104175"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-2.2","0","6.2","9.5","0","-18.5","0","43.6","0","110.0","51.9","0","73.0","0.0","12","","",NA,"626.8","0.0","6104725"
"MORRISBURG","44.924","-75.188","ON","-2.8","0","6.7","9.0","0","-22.0","0","46.3","0","106.0","54.3","0","75.0","","15","","",NA,"646.2","0.0","6105460"
"NORTH GOWER","45.100","-75.742","ON","-4.3","0",NA,"8.5","0","-25.0","0","45.9","0",NA,"54.1","0",NA,"","12","","",NA,"689.8","0.0","6105710"
"OAK VALLEY","45.001","-75.365","ON","-3.7","0",NA,"8.0","0","-23.0","0","40.0","0",NA,"40.0","0",NA,"","11","","",NA,"671.5","0.0","6105730"
"OMPAH","44.974","-76.856","ON","-4.5","0",NA,"9.5","0","-25.0","0","44.0","0",NA,"45.0","0",NA,"27.0","13","","",NA,"698.0","0.0","6105760"
"OMPAH-SEITZ","45.054","-76.784","ON","-4.7","0",NA,"9.0","0","-20.0","0","42.0","0",NA,"42.0","0",NA,"14.0","11","","",NA,"702.7","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","-4.3","0","5.9","6.8","0","-20.8","0","32.4","0","73.0","38.8","0","62.0","13.0","9","66.3","0","67.0","690.4","0.0","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","-4.8","0",NA,"7.1","0","-21.0","0","",,NA,"27.9","2",NA,"12.0","4","65.0","5",NA,"705.3","0.0","6105978"
"OTTAWA MACDONALD-CARTIER INT'L  A","45.323","-75.669","ON","-4.9","0","5.4","6.1","0","-18.4","0","46.6","0","87.0","36.0","0","55.0","13.0","8","",,NA,"709.4","0.0","6106000"
"PEMBROKE SE","45.750","-76.983","ON","-4.9","0",NA,"9.5","0","-18.5","0","30.6","0",NA,"33.4","0",NA,"14.0","8","","",NA,"711.0","0.0","6106369"
"PETAWAWA A","45.950","-77.317","ON","-6.4","1",NA,"8.8","1","-21.4","0","",,NA,"24.0","1",NA,"","9","",,NA,"730.5","0.0","6106398"
"RUSSELL","45.263","-75.359","ON","-4.1","0","6.1","7.5","0","-23.5","0","37.0","0","77.0","42.4","0","57.0","0.0","13","","",NA,"684.6","0.0","6107247"
"ST. ALBERT","45.277","-75.056","ON","-4.9","0","5.3","5.0","0","-23.0","0","41.4","0","80.0","47.8","0","57.0","","12","","",NA,"708.8","0.0","6107276"
"SANDHURST","44.133","-76.883","ON","-1.2","0",NA,"11.5","0","-13.5","0","42.4","0",NA,"55.4","0",NA,"0.0","11","","",NA,"595.5","0.0","6107434"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-5.6","0",NA,"8.0","0","-20.0","0","31.8","0",NA,"37.8","0",NA,"27.0","14","","",NA,"732.4","0.0","610FC98"
"ALLISTON NELSON","44.151","-79.872","ON","-1.4","0","5.1","9.0","0","-13.5","0","42.2","0","120.0","47.6","0","88.0","9.0","10","","",NA,"600.9","0.0","6110218"
"BARRIE (AUT)","44.383","-79.783","ON","-2.7","0",NA,"7.2","0","-13.2","0","",,NA,"",,NA,"","","",,NA,"642.5","0.0","6110552"
"BARRIE WPCC","44.376","-79.690","ON","-1.5","0","6.1","9.0","0","-14.5","0","31.1","0","47.0","36.5","0","44.0","0.0","11","","",NA,"605.9","0.0","6110557"
"BEATRICE 2","45.133","-79.400","ON","-4.8","0","5.9","7.0","0","-23.5","0","78.4","0","91.0","80.4","0","70.0","28.0","20","","",NA,"706.4","0.0","6110606"
"BEAUSOLEIL","44.850","-79.867","ON","-2.1","0",NA,"8.3","0","-15.3","0","",,NA,"48.9","0",NA,"","13","",,NA,"623.5","0.0","6110617"
"CHATSWORTH","44.395","-80.906","ON","-2.3","0","4.6","7.0","0","-16.5","0","65.6","0","70.0","71.2","0","61.0","","12","","",NA,"629.4","0.0","6111467"
"COLDWATER WARMINSTER","44.631","-79.539","ON","","",NA,"","","","","","",NA,"","",NA,"","","19.5","0",NA,"","","6111769"
"COLLINGWOOD","44.500","-80.217","ON","-0.4","0",NA,"9.7","0","-9.2","0","",,NA,"17.0","0",NA,"","6","",,NA,"570.2","0.0","6111792"
"COOKSTOWN","44.207","-79.695","ON","-2.6","0","5.3","9.0","0","-16.5","0","33.0","0","88.0","37.4","0","67.0","2.0","9","","",NA,"638.6","0.0","6111859"
"DORSET MOE","45.217","-78.933","ON","-4.1","11","6.5","9.0","8","-20.5","7","54.5","0","74.0","56.5","0","60.0","24.0","15","","",NA,"441.9","0.0","6112072"
"DUNCHURCH","45.617","-79.883","ON","-5.6","0","5.5","6.5","0","-24.0","0","65.4","0","81.0","69.2","0","66.0","36.0","15","","",NA,"730.5","0.0","6112133"
"DURHAM","44.183","-80.817","ON","-2.5","0","4.6","7.0","0","-12.0","0","78.0","0","96.0","79.6","0","77.0","16.0","16","","",NA,"636.0","0.0","6112171"
"HANOVER","44.116","-81.006","ON","-2.3","0","4.5","7.0","0","-17.5","0","60.0","0","73.0","72.8","0","66.0","","14","","",NA,"629.0","0.0","6113329"
"HONEY HBR BEAUSOLEIL","44.850","-79.867","ON","-2.1","0",NA,"8.3","0","-15.3","0","",,NA,"49.4","0",NA,"","13","","",NA,"623.5","0.0","6113490"
"HUNTSVILLE WPCP","45.350","-79.167","ON","-5.5","8","4.7","7.5","4","-22.5","7","43.0","0","58.0","45.0","0","49.0","","14","","",NA,"541.3","0.0","6113663"
"LAGOON CITY","44.547","-79.217","ON","-3.0","0",NA,"4.8","0","-15.5","0","",,NA,"32.5","0",NA,"","13","",,NA,"651.7","0.0","6114295"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","-1.7","0","6.8","9.0","0","-14.0","0","54.2","0","61.0","73.1","0","67.0","11.0","14","","",NA,"610.9","0.0","6115127"
"MIDLAND HURONIA A","44.683","-79.933","ON","-2.3","0",NA,"8.0","0","-15.0","0","60.0","0",NA,"70.0","0",NA,"","14","","",NA,"628.1","0.0","6115130"
"MUSKOKA A","44.967","-79.300","ON","-4.4","0","5.8","7.0","0","-21.3","0","93.4","0","107.0","63.8","0","69.0","22.0","14","",,NA,"695.8","0.0","6115525"
"ORILLIA BRAIN","44.603","-79.439","ON","-2.8","0",NA,"10.0","0","-18.0","0","78.2","0",NA,"78.8","0",NA,"","10","","",NA,"644.8","0.0","6115811"
"OWEN SOUND MOE","44.583","-80.933","ON","-1.3","0","4.1","7.5","0","-12.5","0","67.3","0","67.0","72.6","0","56.0","1.0","12","","",NA,"598.9","0.0","6116132"
"PARRY SOUND HARBOUR","45.335","-80.026","ON","-3.5","0",NA,"7.0","0","-19.0","0","73.5","0",NA,"90.1","0",NA,"","15","","",NA,"666.7","0.0","6116262"
"PORT LAW","44.250","-80.467","ON","-3.8","0",NA,"7.0","0","-13.0","0","81.0","0",NA,"85.0","0",NA,"5.0","15","","",NA,"677.1","0.0","6116679"
"POWASSAN","46.117","-79.250","ON","-7.5","0","4.8","6.0","0","-23.0","0","45.6","0","94.0","52.0","0","82.0","25.0","16","","",NA,"790.5","0.0","6116702"
"PRICEVILLE","44.204","-80.638","ON","",,NA,"",,"",,"68.0","0",NA,"71.0","0",NA,"18.0","12","","",NA,"","","6116718"
"PROTON STATION","44.167","-80.517","ON","-3.4","0","4.9","6.0","0","-15.0","0","75.4","0","91.0","78.4","0","73.0","15.0","14","","",NA,"663.8","0.0","6116750"
"ROCKLYN","44.467","-80.633","ON","-3.6","0",NA,"5.5","0","-16.5","0","120.4","0",NA,"124.4","0",NA,"34.0","15","","",NA,"668.6","0.0","6117169"
"SHANTY BAY","44.399","-79.633","ON","-2.1","0","5.7","8.0","0","-17.0","0","43.4","0","63.0","49.2","0","55.0","0.0","12","","",NA,"621.8","0.0","6117684"
"TROUT CREEK","46.033","-79.383","ON","",,NA,"",,"",,"55.6","0",NA,"56.6","0",NA,"","19","","",NA,"","","6118938"
"UDORA","44.263","-79.161","ON","-2.4","0","4.6","9.0","0","-14.0","0","44.0","0","112.0","45.0","0","69.0","0.0","10","","",NA,"632.6","0.0","6119055"
"WALTERS FALLS","44.517","-80.733","ON","-2.5","0",NA,"6.5","0","-11.0","0","92.6","0",NA,"95.8","0",NA,"17.0","14","","",NA,"636.3","0.0","6119274"
"WIARTON A","44.746","-81.107","ON","-1.6","0","4.7","8.3","0","-14.8","0","61.0","0","55.0","54.1","0","54.0","7.0","9","36.8","0","69.0","607.6","0.0","6119500"
"WILDER LAKE","44.155","-80.759","ON","-2.8","0",NA,"6.5","0","-15.0","0","83.5","0",NA,"89.3","0",NA,"","16","","",NA,"646.1","0.0","6119511"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","-1.2","0",NA,"6.6","0","-11.5","0","",,NA,"",,NA,"","","",,NA,"596.1","0.0","6119M51"
"EGBERT CS","44.233","-79.783","ON","-2.1","0",NA,"9.0","0","-14.6","0","",,NA,"13.3","2",NA,"","4","57.5","1",NA,"623.1","0.0","611E001"
"THORNBURY SLAMA","44.574","-80.485","ON","-1.3","0","4.9","9.0","0","-11.0","0","45.4","0","57.0","51.4","0","51.0","","12","","",NA,"599.4","0.0","611HBEC"
"EGBERT CARE","44.233","-79.783","ON","-2.1","0","4.5","9.0","0","-15.0","0","26.4","0","69.0","28.0","0","53.0","3.0","9","61.0","0","97.0","624.4","0.0","611KBE0"
"BLYTH","43.718","-81.384","ON","-2.8","0","4.2","8.5","0","-12.5","0","71.0","0","68.0","76.0","0","58.0","","11","","",NA,"643.3","0.0","6120819"
"CYPRUS LAKE CS","45.233","-81.533","ON","-1.8","0",NA,"7.3","0","-12.9","0","",,NA,"",,NA,"13.0","","",,NA,"612.9","0.0","6121940"
"COVE ISLAND (AUT)","45.333","-81.733","ON","-1.0","0",NA,"5.5","0","-9.1","0","",,NA,"0.0","2",NA,"","0","",,NA,"590.5","0.0","61219J2"
"EXETER","43.350","-81.500","ON","-1.2","0","4.3","9.0","0","-11.5","0","33.4","0","59.0","46.8","0","56.0","","13","","",NA,"595.7","0.0","6122370"
"GODERICH","43.767","-81.717","ON","-0.4","0",NA,"8.8","0","-10.0","0","",,NA,"",,NA,"","","",,NA,"570.1","0.0","6122847"
"NAIRN","43.094","-81.573","ON","-1.3","0",NA,"11.0","0","-16.0","0","24.0","0",NA,"56.0","0",NA,"7.0","11","","",NA,"598.7","0.0","6124123"
"KINCARDINE","44.173","-81.623","ON","-0.6","0",NA,"8.0","0","-11.0","0","33.5","0",NA,"43.5","0",NA,"6.0","10","","",NA,"576.3","0.0","6124127"
"PETROLIA TOWN","42.883","-82.167","ON","-0.5","0","4.5","11.5","0","-14.0","0","29.3","0","75.0","48.5","0","73.0","9.0","11","","",NA,"573.8","0.0","6126499"
"PORT ELGIN","44.467","-81.367","ON","-1.0","0",NA,"8.5","0","-11.0","0","25.0","0",NA,"29.0","0",NA,"","10","","",NA,"589.2","0.0","6126654"
"SARNIA AIRPORT","42.992","-82.305","ON","-0.7","0","4.0","10.6","0","-12.7","0","24.0","0","78.0","40.8","0","79.0","5.0","11","92.6","0","113.0","580.9","0.0","6127514"
"TARA","44.519","-81.157","ON","-2.0","0","4.0","6.0","0","-15.0","0","101.0","0","74.0","114.0","0","67.0","10.0","13","","",NA,"620.6","0.0","6128206"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"51.6","0",NA,"51.6","0",NA,"","8","","",NA,"","","6129660"
"THEDFORD","43.176","-81.856","ON","-0.8","0","3.4","10.0","0","-12.5","0","40.0","0","89.0","60.4","0","82.0","15.0","9","","",NA,"582.3","0.0","612HKLR"
