"Environment and Climate Change Canada"
"Monthly Values for January - 1996"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"ORILLIA BRAIN","44.603","-79.439","ON","-9.1","0",NA,"9.0","0","-26.0","0","60.6","0",NA,"102.4","0",NA,"54.0","13","","",NA,"839.4","0.0","6115811"
"OWEN SOUND MOE","44.583","-80.933","ON","-6.4","0","-0.9","13.0","0","-21.5","0","71.9","0","71.0","139.4","0","108.0","","20","","",NA,"755.0","0.0","6116132"
"PARRY SOUND 2","45.350","-80.033","ON","-10.2","0",NA,"9.5","0","-29.0","0","53.0","0",NA,"77.0","0",NA,"42.0","14","","",NA,"874.9","0.0","6116256"
"PORT LAW","44.250","-80.467","ON","-10.0","0",NA,"8.5","0","-29.0","0","48.1","0",NA,"91.6","0",NA,"10.0","17","","",NA,"867.9","0.0","6116679"
"POWASSAN","46.117","-79.250","ON","-13.7","0","-1.4","10.0","0","-34.5","0","38.6","0","80.0","83.0","0","132.0","12.0","11","","",NA,"982.1","0.0","6116702"
"PRICEVILLE","44.200","-80.633","ON","",,NA,"",,"",,"42.0","0",NA,"61.0","0",NA,"49.0","11","","",NA,"","","6116718"
"PROTON STATION","44.167","-80.517","ON","-9.9","0","-1.6","8.5","0","-31.0","0","58.2","0","70.0","99.4","0","92.0","12.0","15","","",NA,"864.5","0.0","6116750"
"ROCKLYN","44.467","-80.633","ON","-9.2","0",NA,"9.0","0","-25.0","0","86.3","0",NA,"123.9","0",NA,"24.0","18","","",NA,"843.7","0.0","6117169"
"SHANTY BAY","44.400","-79.633","ON","-9.3","0","-1.6","9.5","0","-31.5","0","38.6","0","56.0","74.6","0","84.0","38.0","13","","",NA,"846.1","0.0","6117684"
"TROUT CREEK","46.033","-79.383","ON","",,NA,"",,"",,"59.2","0",NA,"108.4","0",NA,"47.0","13","","",NA,"","","6118938"
"UDORA","44.263","-79.161","ON","-9.0","0","-1.9","9.0","0","-28.5","0","22.0","0","56.0","67.9","0","105.0","2.0","12","","",NA,"836.3","0.0","6119055"
"WALTERS FALLS","44.517","-80.733","ON","-8.5","4",NA,"11.0","4","-22.0","1","67.6","0",NA,"94.6","0",NA,"15.0","16","","",NA,"714.9","0.0","6119274"
"WIARTON A","44.746","-81.107","ON","-7.5","0","-1.2","11.8","0","-26.0","0","104.6","0","94.0","86.2","0","87.0","16.0","17","58.9","0","110.0","789.8","0.0","6119500"
